id,sentence1,sentence2,label,AI_Prediction,Confidence_Score(%),Result_Text
1320,christine mikolajuk and greta levy were in 2002 and 2004 regional provincial and national bilingual debating champions ,christine mikolajuk and greta levy were bilingual in 2002 and 2004 provincial and national regional debating champions ,0,0,81.18792857079879,Khác nhau
1321,in 1942 the japanese forces occupied the philippines and entered abra ,in 1942 the japanese armed forces occupied the philippines and entered abra ,1,0,55.40474639914545,Khác nhau
1322,on july 21st 1919 the army was renamed into the crimean rifle division which in six days was dissolved and transformed again into the 58th rifle division ,on 21 july 1919 the army was renamed the crimean rifle division which was dissolved in six days and turned into the 58th rifle division again ,1,0,56.70641334952201,Khác nhau
1323,there is also the nesoryzomys nesoryzomys indefessus known from santa cruz other species of the species survive on other islands ,the others known from santa cruz nesoryzomys nesoryzomys indefessus are also extinct there other species of the genus survive on different islands ,0,0,63.46307931751226,Khác nhau
1324,karl zilas görling april 21 1911 stockholmapril 11 1960 hudiksvall was a swedish jazz saxophonist his brother was miff görling ,karl zilas görling april 21 1911 april 11 1960 stockholm was a swedish jazz saxophonist and his brother was miff görling ,0,0,54.44648187983104,Khác nhau
1325,nowadays masking tapes are often used for decorative purposes they are printed with different patterns some japanese tapes are made from washi paper ,nowadays masking tapes are widely used for different purposes they are printed with decorative patterns some japanese tapes are made of washi paper ,0,0,65.69816387332719,Khác nhau
1326,on 10 march 1957 chris barber s jazz band played at the venue with ottilie patterson and on 19 may 1961 acker bilk performed ,on march 10 1957 chris barber s jazz band played at the venue with acker bilk and ottilie patterson playing on may 19th 1961 ,0,0,58.88452524574329,Khác nhau
1327,sadar bazar railway station is a small railway station in north delhi which is a residential and commercial area of delhi district sadar bazar ,sadar bazar railway station is a small railway station in sadar bazar which is a residential and commercial area of the district of north delhi in delhi ,0,1,53.278529990994784,Đạo văn/Trùng lặp
1328,in 1986 he launched the european single european act for luxembourg which signs the european single market ,in 1986 he launched for luxembourg the european single act which signed the european single market ,1,0,70.33656557489985,Khác nhau
1329,gordon unknown to many as a bibliophile writer donated the only surviving copy of john eliot s 1663 indian bible to roxbury latin school,unknown to many as a bibliophile john eliot donated the only surviving copy of gordon s 1663 indian bible to roxbury latin school ,0,0,62.05518977692643,Khác nhau
1330,lycoming county was formed from sullivan county in 1847 and two years later cherry township was formed from colley township ,in 1847 lycoming county was formed from sullivan county and two years later cherry township from colley township was founded ,1,1,50.60525473558821,Đạo văn/Trùng lặp
1331,the sun sun quan wiped ling tong s tears and said gongji let the dead go ,ling tong wiped sun quan s tears and said gongji let the dead walk ,0,0,60.245119795895974,Khác nhau
1332,she married reinaldo zamparelli in 1954 living in lima peru and later in bogotá colombia ,in 1954 she married reinaldo zamparelli lived in lima peru and later in bogotá colombia ,1,0,56.360958454885065,Khác nhau
1333,the project was cancelled in 1996 one year before mcdonnell douglas acquired boeing ,the project was cancelled in 1996 one year before boeing was acquired by mcdonnell douglas ,1,0,60.912326126957495,Khác nhau
1334, shine the band s second album was released between two general dates and recorded in 2009 , shine the band s second album was recorded between two general dates and was released in 2009 ,0,1,69.96069655927543,Đạo văn/Trùng lặp
1335,it was written by static major and timothy mosley and produced by timbaland ,she was written by timbaland and produced by static major and timothy mosley ,0,0,98.7709369225687,Khác nhau
1336,the first effective air pump built in england for scientific purposes was manufactured by robert boyle for robert hooke in 1658 ,the first effective air pump built for scientific purposes in england was manufactured by robert hooke for robert boyle in 1658 ,0,0,69.81337588721853,Khác nhau
1337,rices landing is home to pumpkin run park which is owned and maintained by the borough ,pumpkin run park is home to rices landing which is owned and maintained by the community ,0,0,91.87742738728339,Khác nhau
1338,the second courtyard also called the customs contains the massive pillars built in 1494 by cronaca to sustain the great,the second courtyard also called customs contains the massive pillars built by cronaca in 1494 to the great court,1,0,60.40448849924061,Khác nhau
1339,the compass and ruler construction in special case is the same structure as the lpp construction for the first cases of the apollonius problem ,the compass and straightedge construction in the special case is the same construction as the lpp construction for the first cases of apollonius problem ,1,0,50.91707883520535,Khác nhau
1340,dnb was subordinated to the german news agency leta during the latvian occupation by nazi germany ,during the occupation of latvia by nazi germany leta was subordinated to the german news agency dnb ,0,1,50.900511789953995,Đạo văn/Trùng lặp
1341,particularly popular among pravda s readers are the unique hiking maps school maps and road maps pravda pocket guides useful memo cards or calendars ,particularly popular among pravda readers are the useful hiking maps school cards and road maps pravda pocket guides unique memo maps and calendars ,0,1,67.31415337102078,Đạo văn/Trùng lặp
1342,newby had previously appointed kobach to oversee johnson county s kansas elections ,kobach had previously appointed newby to oversee johnson county kansas elections ,0,0,67.58507359219577,Khác nhau
1343,a provisional government or a revolutionary government has been declared several times by insurgent groups in the philippines ,a revolutionary government or a provisional government has been declared several times in the philippines by insurgent groups ,1,1,67.88308862145254,Đạo văn/Trùng lặp
